Dijkstra distances from node 5:
Node 44 -> Distance: 2147483647
Node 60 -> Distance: 2147483647
Node 1 -> Distance: 2147483647
Node 64 -> Distance: 2147483647
Node 5 -> Distance: 2147483647
Node 132 -> Distance: 2147483647
Node 34 -> Distance: 2147483647
Node 161 -> Distance: 2147483647
Node 74 -> Distance: 2147483647
Node 15 -> Distance: 2147483647
Node 142 -> Distance: 2147483647
Node 61 -> Distance: 2147483647
Node 2 -> Distance: 2147483647
Node 129 -> Distance: 2147483647
Node 31 -> Distance: 2147483647
Node 158 -> Distance: 2147483647
Node 65 -> Distance: 2147483647
Node 6 -> Distance: 2147483647
Node 133 -> Distance: 2147483647
Node 35 -> Distance: 2147483647
Node 162 -> Distance: 2147483647
Node 8 -> Distance: 2147483647
Node 135 -> Distance: 2147483647
Node 37 -> Distance: 2147483647
Node 76 -> Distance: 2147483647
Node 17 -> Distance: 2147483647
Node 144 -> Distance: 2147483647
Node 23 -> Distance: 2147483647
Node 150 -> Distance: 2147483647
Node 25 -> Distance: 2147483647
Node 152 -> Distance: 2147483647
Node 26 -> Distance: 2147483647
Node 153 -> Distance: 2147483647
Node 28 -> Distance: 2147483647
Node 155 -> Distance: 2147483647
Node 29 -> Distance: 2147483647
Node 156 -> Distance: 2147483647
Node 83 -> Distance: 2147483647
Node 104 -> Distance: 2147483647
Node 86 -> Distance: 2147483647
Node 87 -> Distance: 2147483647
Node 89 -> Distance: 2147483647
Node 94 -> Distance: 2147483647
Node 95 -> Distance: 2147483647
Node 96 -> Distance: 2147483647
Node 97 -> Distance: 2147483647
Node 99 -> Distance: 2147483647
Node 88 -> Distance: 2147483647
Node 101 -> Distance: 2147483647
Node 100 -> Distance: 2147483647
Node 103 -> Distance: 2147483647
Node 105 -> Distance: 2147483647
Node 106 -> Distance: 2147483647
Node 107 -> Distance: 2147483647
Node 108 -> Distance: 2147483647
Node 109 -> Distance: 2147483647
Node 110 -> Distance: 2147483647
Node 111 -> Distance: 2147483647
Node 112 -> Distance: 2147483647
Node 115 -> Distance: 2147483647
Node 114 -> Distance: 2147483647
Node 119 -> Distance: 2147483647
Node 122 -> Distance: 2147483647
Node 127 -> Distance: 2147483647
Node 116 -> Distance: 2147483647
Node 113 -> Distance: 2147483647
Node 125 -> Distance: 2147483647
