source,dest,weight,timestamp
257,426,4,1305343394.50935
535,447,6,1305349771.92124
202,550,1,1305355255.4455
550,202,1,1305355268.75085
550,462,1,1305355326.61566
550,134,1,1305355354.64494
480,7,2,1305359116.5828
7,480,1,1305359130.6882
7,547,2,1305361379.78163
547,7,2,1305361407.19283
547,394,2,1305363900.0154
257,406,3,1305365008.70372
394,547,1,1305365097.22971
37,77,1,1305373215.95097
77,37,1,1305373271.57384
496,62,1,1305373908.04765
464,552,1,1305374866.51315
552,464,2,1305375300.37667
7,322,4,1305377724.6667
322,7,4,1305377793.05814
254,553,2,1305380802.0885
396,520,1,1305383370.16175
520,396,1,1305384333.92778
215,198,2,1305384893.40456
198,215,1,1305385321.78062
378,198,1,1305386386.41426
257,273,6,1305386600.30489
198,378,1,1305386627.47925
502,526,3,1305388222.05242
526,502,3,1305388271.29881
198,224,1,1305389104.82531
224,198,1,1305389116.46362
171,198,2,1305389529.27432
198,171,2,1305389537.37059
554,502,2,1305390174.41884
350,64,2,1305390393.96514
64,350,1,1305390469.03318
554,547,2,1305390477.05007
547,554,2,1305390479.26956
350,520,1,1305390560.72567
520,350,1,1305390701.42735
520,555,1,1305393158.36426
555,520,1,1305393289.34792
257,441,4,1305393814.58148
520,556,1,1305396567.9904
556,520,1,1305396594.48574
386,198,1,1305398480.76027
198,501,1,1305399034.41631
198,386,1,1305399041.70235
501,198,1,1305399254.27161
394,557,1,1305400506.49092
557,394,2,1305400557.28914
202,488,1,1305402115.31873
488,202,1,1305402592.1772
88,558,2,1305403778.74099
476,520,1,1305403827.39196
520,476,1,1305403912.33203
198,394,1,1305404112.4406
394,198,1,1305404194.90753
468,437,1,1305407804.81627
198,559,1,1305409167.4815
559,198,1,1305409194.4541
394,560,1,1305411438.55409
560,394,1,1305411465.91426
468,295,1,1305412258.56686
468,561,2,1305413123.20499
561,468,2,1305414111.43489
200,533,1,1305414119.42369
533,424,1,1305414434.99038
295,468,3,1305415109.76675
257,246,5,1305415402.61435
539,520,1,1305415869.79926
424,533,1,1305416716.0668
491,249,1,1305417588.62182
468,144,1,1305417922.74211
144,468,1,1305418038.20013
249,491,3,1305418552.7278
558,88,2,1305419238.89945
558,443,2,1305419347.00071
530,200,1,1305420957.72181
200,530,1,1305420961.05784
530,262,2,1305421146.81532
262,530,2,1305421159.32341
547,262,2,1305421731.3363
262,547,2,1305421771.84518
533,200,1,1305422057.4858
520,262,1,1305422902.28686
262,520,1,1305422917.22788
262,562,1,1305424075.27058
562,262,1,1305424310.8026
198,262,1,1305425701.58655
262,198,1,1305425726.72027
159,288,1,1305432914.12515
288,159,1,1305432967.15753
480,495,2,1305435512.31215
495,480,1,1305435599.52843
479,353,1,1305437247.70549
1,563,1,1305438446.62691
563,564,1,1305438483.76169
564,563,1,1305438535.96263
565,566,1,1305438616.04461
566,565,1,1305438636.75172
64,551,1,1305442500.28823
550,469,1,1305443644.86044
469,550,1,1305443667.39369
1,567,1,1305443881.78014
567,1,1,1305443900.87596
64,488,1,1305447815.78644
1,569,1,1305447851.53033
569,1,1,1305447897.43165
488,64,1,1305448094.27946
249,198,1,1305466645.3509
198,249,1,1305466658.23847
563,570,1,1305467714.64376
570,563,1,1305467895.52721
571,570,10,1305468084.04682
570,571,10,1305468211.99037
415,572,1,1305469504.55295
198,399,2,1305477372.30474
399,198,2,1305477466.30332
283,508,1,1305477483.06322
508,283,1,1305478081.56953
167,64,1,1305478355.79134
64,167,1,1305478368.77201
144,393,1,1305480156.21911
393,144,1,1305480163.64146
186,269,2,1305482423.43931
269,186,2,1305484455.98255
350,547,2,1305487976.11435
547,350,2,1305487981.6454
163,408,1,1305488883.67491
573,570,1,1305493883.02563
573,571,1,1305494572.66088
570,573,1,1305494834.45449
496,499,1,1305495705.22707
159,273,1,1305499185.2261
273,159,1,1305499240.2138
443,575,2,1305502710.13098
575,443,4,1305502742.22264
462,474,2,1305503646.85753
462,577,1,1305503686.13865
474,462,2,1305503783.54226
405,578,2,1305505200.8807
578,222,1,1305505260.17788
578,405,2,1305505302.73536
578,443,1,1305505751.62648
443,578,1,1305505798.26604
1,215,1,1305509119.21055
215,1,1,1305509143.79786
488,562,1,1305514498.57495
562,488,1,1305514843.42883
480,159,1,1305515513.16654
159,480,1,1305515644.36754
230,198,5,1305523885.95636
528,35,3,1305543359.82415
159,580,1,1305560259.48764
580,159,2,1305560376.08563
159,581,1,1305561626.25098
581,159,10,1305561771.02052
361,508,1,1305562297.05058
508,361,1,1305562433.73865
144,283,1,1305565271.30879
7,68,3,1305565340.53106
68,7,2,1305565476.79374
7,88,5,1305565654.99696
396,283,1,1305565824.83428
283,396,1,1305565854.51405
273,582,1,1305567464.83168
581,583,1,1305568539.31196
7,584,1,1305569958.89318
584,7,1,1305569959.27311
480,357,1,1305572185.5985
488,480,1,1305574415.88445
480,488,1,1305574431.35893
202,480,1,1305581727.28417
480,202,2,1305582073.77438
585,159,1,1305582346.32425
399,542,1,1305586833.78213
387,198,1,1305587076.01846
542,399,2,1305587097.47858
198,387,1,1305587177.12546
198,586,1,1305588131.86749
533,587,1,1305590212.7303
587,533,1,1305590463.89196
405,589,1,1305592597.6803
589,405,1,1305592645.03668
224,590,1,1305593283.85557
590,224,1,1305593289.40286
530,533,2,1305593629.99794
383,268,2,1305595545.65543
13,518,1,1305596162.88015
518,13,1,1305596171.99926
222,578,1,1305596176.80435
222,372,1,1305597038.55376
372,222,1,1305597071.95517
501,592,1,1305597331.57789
222,276,1,1305597668.9428
276,222,1,1305597926.54393
163,476,1,1305598572.65414
476,163,1,1305598638.35331
7,551,2,1305600657.32131
1,579,1,1305600755.29745
159,585,2,1305600822.04395
202,219,3,1305602728.18522
443,558,2,1305602823.16917
219,558,2,1305602926.61352
219,202,3,1305602936.71915
257,343,4,1305606209.95781
171,7,4,1305607825.31624
7,171,4,1305608753.12897
13,594,1,1305608997.24008
594,13,1,1305609089.58353
427,595,1,1305610659.3964
595,427,1,1305610730.39611
202,594,1,1305612031.0786
384,596,1,1305613836.63214
596,384,1,1305613928.1523
497,597,1,1305627976.57922
597,497,1,1305628137.00808
588,587,10,1305628567.38811
563,598,1,1305631002.60412
598,563,1,1305631361.01835
598,564,1,1305632359.45795
598,599,1,1305634282.36684
599,598,1,1305634318.62463
587,588,5,1305640917.4526
468,495,1,1305644050.18499
495,468,1,1305644095.53435
159,600,1,1305644227.28796
600,159,1,1305644384.07956
159,601,1,1305646103.48097
601,159,1,1305646437.88932
159,602,1,1305647064.24925
602,159,10,1305647124.03892
484,603,2,1305647383.6421
603,484,2,1305647435.73574
564,604,1,1305649143.78952
604,564,1,1305649150.77513
64,591,1,1305649678.22377
591,64,1,1305649686.7908
64,538,2,1305650129.56958
577,462,1,1305650549.49415
64,520,2,1305650853.65899
64,605,1,1305652414.92823
605,64,1,1305652454.93162
64,272,1,1305652820.70895
272,64,1,1305654177.4573
159,606,1,1305655737.69742
605,13,1,1305657906.86272
13,605,1,1305657912.85412
235,607,4,1305658063.3164
607,235,4,1305658114.37541
13,159,1,1305658191.20959
159,13,1,1305658224.55873
586,198,1,1305658946.45311
198,608,1,1305661339.09926
598,609,1,1305661465.61701
608,198,1,1305661589.53114
270,610,1,1305663145.83509
610,270,1,1305663198.37101
159,611,1,1305664574.93653
546,64,1,1305664965.82547
611,159,1,1305665953.77966
113,550,2,1305667201.5768
550,113,1,1305667493.8387
13,612,1,1305667849.80141
612,13,1,1305667874.21008
613,298,5,1305669065.11103
550,298,1,1305669096.38021
298,613,5,1305669171.02218
520,64,3,1305669572.74621
520,198,2,1305669659.92583
583,567,1,1305669934.01855
198,520,2,1305670104.87097
268,200,2,1305671511.38391
567,583,1,1305671575.1669
598,614,1,1305674010.44029
614,598,1,1305674026.23794
304,615,1,1305675064.64863
615,304,1,1305675600.43466
502,554,2,1305676168.14437
298,617,1,1305681290.50561
617,298,1,1305681302.95492
405,617,1,1305683530.99251
617,405,1,1305683557.45755
462,550,1,1305686150.0876
304,557,4,1305689776.60718
21,618,1,1305690291.70367
618,21,1,1305691092.09236
484,1,5,1305692549.93619
13,619,1,1305692800.70556
619,620,1,1305692837.6723
619,13,1,1305692846.89073
620,619,1,1305692873.84865
462,621,1,1305695289.34536
621,462,1,1305695413.01277
159,622,1,1305695528.90131
622,159,1,1305696710.88202
13,620,1,1305697758.30593
484,7,2,1305697887.59875
620,13,1,1305697899.87752
7,484,2,1305698226.65375
13,96,1,1305698600.35684
96,13,1,1305698692.8439
346,374,1,1305700588.7853
200,623,10,1305704401.95244
202,427,4,1305705733.78464
609,598,1,1305705905.71032
427,202,4,1305706115.40591
374,346,1,1305712027.67308
592,586,1,1305713488.56744
586,592,1,1305713615.3195
616,7,1,1305713701.39527
7,616,1,1305714708.83137
593,13,1,1305723918.23514
13,593,2,1305723965.17845
113,244,1,1305728695.09921
113,219,1,1305728759.26074
33,624,1,1305731731.9409
624,33,1,1305732255.21276
270,625,1,1305733821.5427
468,626,1,1305735331.18484
484,304,10,1305735770.20938
113,295,1,1305743019.03834
304,484,2,1305746758.46634
159,378,1,1305747096.21728
571,573,1,1305749246.91671
295,113,3,1305749839.39587
416,276,1,1305750019.11189
276,416,1,1305751703.15067
566,533,1,1305752522.47373
533,566,1,1305752536.58297
564,598,2,1305753873.22265
628,605,8,1305759412.4058
605,628,2,1305759430.82059
578,628,1,1305759603.17415
628,578,1,1305759638.57202
304,4,3,1305760773.90261
4,304,5,1305761024.14788
222,295,1,1305763548.47664
488,537,1,1305765469.27861
405,7,2,1305767241.44754
7,405,2,1305767271.46193
295,222,3,1305767355.75648
222,629,1,1305768717.42315
629,222,1,1305768817.02253
623,200,10,1305769595.72884
495,630,1,1305771276.15515
630,495,1,1305771294.88493
623,550,1,1305783845.79994
550,623,1,1305784009.6936
523,631,2,1305818095.25626
631,523,2,1305818144.74914
627,346,1,1305819551.08875
257,240,5,1305822198.48199
257,261,5,1305822207.8328
143,396,1,1305823164.37685
396,143,1,1305823196.62493
537,488,1,1305826504.77923
514,632,1,1305826925.15621
632,514,1,1305827047.9738
113,7,8,1305830962.48638
537,202,1,1305834713.36082
446,592,2,1305836942.73533
616,633,1,1305837099.28023
592,446,2,1305837139.16231
633,616,1,1305837307.05191
633,634,1,1305837410.76089
616,592,1,1305837453.5895
592,616,1,1305837493.04686
502,295,4,1305839572.72141
295,502,5,1305839621.35942
257,277,5,1305840184.40388
257,266,5,1305840206.1191
7,113,5,1305841706.95155
632,159,2,1305844026.58199
159,632,1,1305844083.60946
395,342,10,1305845332.69894
588,635,2,1305847624.9164
342,495,2,1305847883.57664
495,342,2,1305848078.22097
88,36,3,1305850084.62432
200,268,2,1305852341.11466
635,636,1,1305853567.10223
636,635,10,1305853623.59244
214,342,2,1305855819.30913
300,268,3,1305858767.39699
64,472,10,1305859335.54179
637,587,2,1305860984.94603
377,386,1,1305862639.58397
202,638,2,1305863956.61255
638,202,2,1305864150.77891
468,639,1,1305865667.22544
639,468,1,1305866706.25005
523,586,1,1305879028.09947
586,523,1,1305879033.18783
257,333,5,1305883399.70389
36,88,3,1305893533.83059
610,578,1,1305894441.20418
578,610,1,1305894471.84207
256,630,1,1305901173.05261
630,256,1,1305901183.22241
257,251,5,1305901414.02109
257,344,5,1305901424.8239
606,642,1,1305904285.75821
606,159,1,1305904349.92653
257,204,4,1305905016.91144
7,643,3,1305906052.699
643,7,3,1305906098.84394
64,643,1,1305906294.85013
643,64,3,1305906460.82794
159,644,1,1305908350.55761
207,630,1,1305910941.63059
630,207,1,1305911217.65956
521,630,1,1305911326.38417
647,648,1,1305914437.34159
648,647,1,1305914489.38195
2,632,1,1305917102.03542
632,2,1,1305917351.08269
228,647,1,1305917890.27784
647,228,1,1305918293.69318
632,647,2,1305918570.89063
647,632,1,1305918583.27712
644,159,3,1305919043.15258
502,649,1,1305919225.95738
144,632,1,1305920807.40623
632,144,1,1305920834.91109
446,119,2,1305921150.76367
143,202,1,1305924567.92655
202,143,1,1305924657.12953
650,651,10,1305925330.49468
651,650,10,1305925819.02547
610,495,1,1305926806.2056
495,610,1,1305926844.1988
159,276,1,1305927116.91551
276,159,1,1305928644.97583
651,647,1,1305929321.9386
647,651,1,1305929703.37198
628,650,1,1305930776.26529
650,628,1,1305930902.58501
592,495,1,1305939048.73197
495,592,1,1305939075.71901
462,652,2,1305939181.81003
652,462,2,1305942074.50258
402,647,1,1305945269.59682
57,537,2,1305945746.34117
177,647,3,1305947217.0416
647,402,1,1305947295.87622
325,594,1,1305947516.99131
594,325,1,1305947544.62883
647,177,1,1305948072.37704
353,594,10,1305949831.48612
171,325,1,1305951982.83795
325,171,1,1305952057.40458
649,502,1,1305953546.41556
325,653,1,1305956532.81208
653,325,1,1305956672.20254
29,256,1,1305958872.69004
256,29,1,1305958887.49399
272,630,2,1305963562.97165
606,654,1,1305966265.00345
654,606,4,1305966728.15069
7,655,4,1305972919.607
655,7,1,1305972985.51606
29,656,1,1305975691.00054
656,29,1,1305975705.20039
7,656,1,1305980430.793
656,7,1,1305980468.50638
2,658,1,1305986186.63687
658,2,1,1305986194.50381
630,272,1,1305986498.61821
582,632,1,1305986706.88967
632,582,1,1305986909.97317
236,402,1,1305989122.91525
402,236,1,1305989503.70503
632,402,1,1305990937.05454
402,632,1,1305990950.2898
632,390,2,1305993008.31524
374,28,1,1305998442.6848
436,660,1,1306001224.41187
144,661,1,1306002221.44153
661,144,5,1306002298.96272
660,436,1,1306002375.46616
661,523,2,1306003692.20103
661,662,1,1306004056.39528
662,661,1,1306004399.88276
159,663,1,1306011393.37838
635,164,2,1306013215.07485
164,635,1,1306013269.66861
606,664,1,1306013324.06686
570,574,3,1306013371.15284
574,570,3,1306013509.18623
664,606,1,1306013650.77856
635,659,1,1306015160.19041
390,632,2,1306016091.27407
663,159,2,1306016129.16428
659,635,2,1306016211.95447
257,321,5,1306016614.23906
650,664,2,1306019945.98591
664,650,1,1306020352.40348
606,665,1,1306020785.20654
665,606,1,1306020930.75353
101,454,1,1306031286.27726
256,664,1,1306038342.34722
2,516,1,1306038669.98591
664,256,2,1306038709.00412
647,256,1,1306039082.37589
256,647,1,1306039103.16323
202,493,1,1306040030.6402
516,2,1,1306040332.47709
493,202,1,1306041238.83619
651,2,2,1306042313.68794
295,666,3,1306042758.30431
666,295,2,1306042954.30013
256,295,1,1306043691.28267
295,256,3,1306043874.74804
295,667,3,1306051002.51379
667,295,1,1306051276.38355
563,1,1,1306054458.08331
266,668,1,1306070821.16542
564,570,3,1306075703.48394
570,564,3,1306075813.42053
436,266,1,1306077196.47663
266,436,1,1306077269.10023
184,436,1,1306078601.65398
654,266,2,1306079567.2138
266,654,2,1306079594.00151
222,266,1,1306082636.52261
266,222,1,1306082656.71544
1,61,5,1306083435.79907
93,61,3,1306083717.86008
222,523,1,1306084555.54081
436,184,1,1306085268.34519
399,651,1,1306085477.86198
651,399,2,1306085591.41715
266,653,1,1306087168.60094
653,266,1,1306087821.18049
319,670,1,1306087839.78368
319,671,1,1306087858.8431
670,319,1,1306087983.03729
653,672,1,1306088344.32027
672,653,5,1306088452.3659
653,144,1,1306088890.99445
144,653,1,1306088989.0394
668,266,7,1306088997.46535
216,436,1,1306090811.78909
632,592,1,1306090988.3109
592,632,1,1306091007.81184
592,295,1,1306091959.63307
295,592,3,1306091973.36382
632,561,1,1306092542.75611
561,632,1,1306092601.83703
266,1,2,1306093951.53523
1,266,1,1306094215.62615
642,667,1,1306094786.52343
667,642,1,1306094802.90309
295,350,3,1306095239.82529
350,295,2,1306095302.53211
436,216,1,1306096691.74444
399,647,1,1306100389.76676
647,399,1,1306100506.4635
632,171,1,1306100647.06604
171,632,1,1306100769.09393
630,266,1,1306101381.36345
266,630,1,1306101420.5358
342,214,2,1306101832.59058
109,61,1,1306102356.11007
4,540,1,1306102554.827
4,7,7,1306102575.24275
630,276,1,1306102676.86019
276,630,1,1306102683.20908
266,674,1,1306104403.08287
632,502,1,1306104590.75594
502,632,2,1306104594.90365
674,266,1,1306105880.7141
427,658,1,1306106586.15509
7,579,4,1306108661.91248
647,674,1,1306110004.99145
674,647,1,1306111686.95347
2,651,2,1306115047.86156
462,675,1,1306115862.33093
675,462,1,1306115863.18676
495,319,1,1306116333.67412
632,419,1,1306119931.91604
419,632,1,1306119980.09284
419,7,3,1306120580.69928
7,419,3,1306120757.79072
1,21,6,1306120947.37882
561,647,1,1306121651.50633
647,561,1,1306121678.84118
630,647,1,1306123972.06844
647,630,1,1306124001.34185
630,1,2,1306124713.85722
1,630,2,1306124744.08445
523,676,1,1306124745.68151
446,544,2,1306129206.63352
1,677,1,1306132108.31696
677,1,1,1306132162.05599
346,678,1,1306133235.51683
346,627,1,1306133473.06954
544,446,2,1306135722.64545
671,319,1,1306143772.77558
416,468,2,1306146823.1699
468,416,2,1306146978.70309
627,679,1,1306147061.17389
26,680,1,1306153179.44795
680,26,1,1306153431.02904
678,346,1,1306159032.91388
654,681,1,1306161009.26831
681,654,1,1306161026.10046
654,650,1,1306161942.7345
650,654,1,1306162007.46651
676,523,1,1306162519.25913
634,633,1,1306163374.52206
650,7,3,1306164494.05266
7,650,2,1306164523.57329
427,682,3,1306165995.20932
654,325,1,1306166321.19304
325,654,1,1306166344.27437
243,680,1,1306169219.91228
680,243,1,1306169337.9572
633,630,1,1306170503.97479
630,633,1,1306170604.20252
680,144,1,1306171899.20132
144,680,1,1306171945.0279
570,669,2,1306174901.08999
304,64,4,1306177474.36403
585,684,1,1306179837.04165
113,680,4,1306179853.13009
684,585,1,1306179869.46929
670,522,2,1306179870.61871
522,670,2,1306179950.11887
266,77,2,1306180044.60713
680,113,1,1306180088.87094
677,685,1,1306180143.35934
685,677,1,1306180283.48185
266,7,4,1306180594.54573
243,7,7,1306180972.96139
679,627,1,1306184036.06624
650,23,1,1306194973.3253
23,686,2,1306197148.7149
686,23,2,1306197582.70169
647,687,1,1306197605.91638
687,647,1,1306197630.79438
630,521,1,1306198863.11721
29,411,1,1306201610.3913
427,630,1,1306201868.82289
630,427,1,1306201877.40823
650,686,1,1306204626.90759
405,667,1,1306204665.5309
667,405,2,1306204678.84715
298,688,1,1306205218.10072
688,298,1,1306205224.24258
495,687,3,1306205284.88586
686,650,1,1306208691.2999
630,689,1,1306209626.42425
689,630,2,1306209635.62125
496,462,1,1306213580.07426
319,690,1,1306213977.94568
4,319,5,1306214744.4408
690,319,1,1306214966.58873
319,4,5,1306215294.72184
647,350,1,1306235836.74999
350,647,1,1306236075.13241
7,193,3,1306238451.96752
523,691,1,1306256779.41999
691,523,10,1306256819.78752
243,692,1,1306259248.76815
680,693,1,1306264106.5849
693,680,1,1306264155.29156
577,651,1,1306264336.50624
651,577,1,1306264501.49402
378,159,2,1306268291.56046
144,667,1,1306274417.493
667,144,2,1306277944.46539
171,550,1,1306283838.79671
550,171,1,1306283896.50875
630,650,2,1306289480.34209
650,630,2,1306289485.52089
394,214,5,1306291022.41322
214,394,5,1306291074.48214
464,694,3,1306296838.41264
658,427,1,1306328118.92808
644,634,1,1306330657.67282
634,644,1,1306330772.44684
36,678,1,1306333427.12549
678,36,1,1306333629.19424
1,695,1,1306336012.42057
695,696,1,1306336024.25888
630,418,1,1306336845.82222
691,418,2,1306336896.14566
634,418,1,1306337874.52076
696,695,1,1306339548.99666
418,630,1,1306341014.01588
418,691,1,1306341075.89158
418,634,1,1306341091.30131
304,680,1,1306342236.74998
680,304,1,1306342291.14148
396,630,2,1306344725.28632
630,396,2,1306344734.00085
683,570,3,1306347676.09775
570,683,3,1306347744.28978
351,7,3,1306354061.33526
7,351,3,1306354091.8881
570,646,2,1306354176.23292
646,570,2,1306354192.08243
698,626,1,1306356046.44409
616,399,1,1306358460.05706
630,399,1,1306364884.79306
361,7,2,1306365520.1643
7,361,2,1306365541.44775
386,630,1,1306365767.24884
630,386,2,1306365805.86307
144,697,2,1306366321.88482
522,57,1,1306369620.81347
57,522,1,1306369739.52669
559,699,1,1306370581.79177
699,559,1,1306370670.68459
567,687,1,1306371845.0293
687,567,1,1306372094.79197
171,700,2,1306372937.86731
700,171,2,1306373067.68881
7,666,2,1306374953.59747
697,144,3,1306375408.25126
304,701,1,1306376011.18747
701,304,1,1306376263.13206
701,523,1,1306376758.67509
198,702,1,1306377004.18597
701,399,1,1306377241.38854
399,701,1,1306377377.24311
399,630,1,1306377564.4266
702,198,1,1306377858.34924
202,697,4,1306379103.06407
697,202,4,1306379153.62232
177,325,1,1306379725.26765
523,702,1,1306379929.32069
702,523,1,1306380012.33123
325,177,1,1306380104.43721
620,7,2,1306380849.70349
7,620,1,1306380888.4466
452,523,1,1306381974.44233
659,75,1,1306383849.70654
548,703,1,1306384021.54943
703,548,1,1306384028.01005
703,608,1,1306384064.92757
416,691,1,1306393868.98704
691,416,1,1306393877.9716
691,585,1,1306402044.32514
585,691,1,1306402064.17852
641,571,1,1306408214.73144
642,634,1,1306410659.77619
202,634,1,1306410776.12619
634,642,1,1306410782.42602
634,202,1,1306410830.7323
598,641,2,1306413707.26047
634,705,1,1306416814.02273
705,634,2,1306417127.55341
29,135,1,1306418572.39306
135,29,1,1306418837.52348
642,706,1,1306419626.59145
701,634,1,1306421019.58536
634,701,1,1306421100.73157
706,642,1,1306421598.60399
691,113,1,1306424039.96275
113,691,1,1306424065.70611
585,523,1,1306425811.34214
523,585,1,1306426881.00787
647,585,1,1306430086.77817
585,647,1,1306430185.10739
571,641,1,1306430374.60083
171,521,2,1306432719.72308
521,171,2,1306432827.77186
644,243,1,1306433903.68002
243,644,1,1306433920.58369
577,708,1,1306436170.28968
570,707,1,1306436238.70097
707,570,1,1306436500.02465
708,577,1,1306436595.62193
171,390,2,1306438908.40325
697,57,1,1306440580.99976
202,704,2,1306444753.26632
7,639,4,1306446575.72392
639,7,4,1306447007.65492
26,626,2,1306447241.51324
704,202,2,1306447575.90953
390,171,2,1306447677.31958
666,7,3,1306448930.08117
142,7,4,1306450115.53144
270,521,1,1306452535.33786
202,64,1,1306457032.80592
64,202,1,1306457106.74613
687,304,1,1306458659.79725
626,26,2,1306460473.6089
626,698,2,1306460521.82378
709,7,1,1306462223.5038
709,417,1,1306462252.92786
709,710,1,1306462257.94506
469,711,1,1306463128.64799
711,469,1,1306463206.2269
45,4,5,1306463585.22642
417,709,2,1306463777.62415
654,687,1,1306463947.36887
687,654,1,1306463954.22867
28,374,1,1306463984.2936
322,484,1,1306465742.32956
104,712,4,1306466731.9621
4,45,6,1306469022.16295
537,407,1,1306469779.37112
256,321,2,1306471798.37805
321,256,2,1306472286.54944
460,449,1,1306473523.87628
579,7,6,1306475362.84237
427,523,2,1306476159.82
523,427,2,1306476233.28776
523,714,2,1306477248.78132
641,598,5,1306479851.24124
647,714,1,1306482599.90534
7,709,3,1306482978.92285
436,318,1,1306485862.46689
710,709,1,1306505198.90267
561,390,2,1306507359.2492
678,717,9,1306510359.68343
1,672,5,1306513049.86399
718,672,10,1306514163.18049
597,719,1,1306515333.66521
719,597,1,1306515359.27852
184,720,10,1306515538.708
64,721,1,1306517470.453
721,64,10,1306517833.94273
651,718,2,1306518776.39619
720,184,10,1306518922.73962
718,651,2,1306519067.30008
7,153,2,1306519740.34394
685,722,1,1306521897.23826
722,685,1,1306522035.06948
390,561,2,1306524271.40781
717,678,9,1306525150.70043
722,723,1,1306526397.94231
723,722,1,1306526424.22252
36,202,3,1306527926.11661
202,36,3,1306528050.84654
647,724,1,1306530964.79446
724,647,1,1306531049.06901
502,480,2,1306533845.86161
7,725,3,1306536996.46311
725,7,2,1306537144.92061
386,718,2,1306537460.77858
64,725,1,1306537798.25526
480,502,2,1306538033.75948
718,386,2,1306539951.83114
550,726,1,1306543347.62021
726,550,1,1306543505.412
144,720,1,1306543701.087
720,144,1,1306543794.95442
537,727,1,1306551790.36596
159,640,2,1306551845.96563
727,537,1,1306551855.43216
727,728,1,1306552571.29473
728,727,1,1306552777.52175
728,387,1,1306553671.07693
630,387,1,1306553800.80454
387,728,1,1306553874.45904
387,630,1,1306553908.57708
469,592,1,1306554675.32973
592,469,1,1306554698.60943
284,257,4,1306554907.79356
691,548,2,1306557303.22658
353,730,5,1306560700.17417
363,523,6,1306563784.72687
523,363,6,1306563942.32856
729,523,4,1306565871.53035
523,729,4,1306565892.58536
715,707,3,1306576099.76872
469,731,1,1306580277.13044
731,469,2,1306580303.7141
141,186,1,1306606637.3582
186,141,1,1306606839.05908
4,538,2,1306611684.44486
325,104,5,1306612221.63706
393,732,1,1306613024.86451
652,216,1,1306630032.55432
216,652,1,1306630778.24804
214,495,2,1306633897.18465
495,214,2,1306635761.53107
7,733,2,1306644708.83193
733,7,3,1306644897.66571
432,214,1,1306647594.57109
214,432,1,1306647787.4119
325,19,1,1306682663.20794
630,484,1,1306685052.48723
484,630,2,1306685069.39141
732,734,1,1306685663.95277
658,643,1,1306686801.67659
523,654,6,1306687248.65123
654,523,6,1306687261.24802
523,222,1,1306687772.97029
608,703,1,1306689057.26898
707,571,2,1306692475.50385
571,707,2,1306692638.84647
680,735,1,1306705898.59699
735,680,1,1306706147.01983
412,592,1,1306706870.5857
592,412,1,1306707017.86138
537,736,1,1306707509.53076
736,537,1,1306709017.64637
378,676,1,1306712165.13241
676,378,1,1306712449.76975
654,171,1,1306720444.62704
171,654,1,1306720458.98012
491,13,3,1306723953.1408
13,491,3,1306724603.23869
278,737,1,1306727044.49753
737,278,1,1306727093.17233
654,738,1,1306728065.39209
738,654,1,1306728111.42479
705,104,7,1306728417.72333
278,60,4,1306728544.82987
104,705,4,1306728607.1821
346,644,1,1306738330.948
644,346,1,1306740609.73209
673,598,1,1306745642.90628
598,673,1,1306745657.21934
716,598,1,1306747898.22572
598,716,1,1306750589.69373
734,739,1,1306750890.8363
564,740,1,1306753589.97616
740,564,1,1306753727.038
13,741,1,1306758479.1149
642,741,1,1306759884.65558
678,644,1,1306763656.92173
644,678,1,1306763824.94499
13,742,1,1306767840.5961
742,13,1,1306767925.39364
741,13,1,1306770862.0307
741,642,1,1306770892.56157
714,647,1,1306771506.25463
13,647,2,1306772472.86087
378,644,1,1306776000.38763
644,378,1,1306776016.40633
633,742,1,1306778520.49116
742,743,1,1306778538.77111
743,742,1,1306778584.07607
742,633,1,1306778599.6334
387,35,1,1306779145.27292
13,744,1,1306780556.13048
744,13,1,1306780931.93015
144,743,1,1306781427.91777
743,144,2,1306781464.8237
35,387,1,1306782389.82588
167,2,8,1306782449.19813
167,245,8,1306782452.52336
167,223,8,1306782459.08848
167,39,8,1306782464.35839
633,745,1,1306782502.63244
745,633,1,1306782611.96005
39,167,8,1306782884.30108
39,223,8,1306782898.75198
39,245,8,1306782901.79601
39,1,8,1306782916.38638
35,390,2,1306782934.18831
687,746,1,1306783439.03812
746,687,1,1306783615.27203
687,744,1,1306785172.55633
732,540,5,1306786712.18552
540,732,5,1306787898.40954
732,747,2,1306792587.58338
747,732,10,1306792639.04021
732,748,4,1306794128.94638
748,732,4,1306794421.42775
732,749,7,1306795988.11655
749,732,7,1306796128.28753
452,163,1,1306802860.69014
163,452,1,1306803036.47207
610,452,1,1306804343.99747
452,610,1,1306804386.51399
687,750,1,1306804594.62083
452,714,1,1306805305.8615
13,751,1,1306806552.42494
751,13,1,1306806656.65943
576,507,2,1306806830.15924
700,752,1,1306807949.48904
752,700,1,1306808107.85992
202,753,2,1306810806.33827
753,202,2,1306811437.50398
361,202,1,1306812671.85057
202,361,1,1306812688.67947
405,714,1,1306812914.5739
714,405,1,1306812957.05565
630,308,1,1306813379.8196
308,630,1,1306813420.23818
308,13,1,1306813442.78715
678,754,2,1306813559.84707
688,45,4,1306818256.4066
268,62,7,1306820448.06826
688,523,2,1306820715.08691
523,688,2,1306820877.00513
734,732,2,1306823256.36706
644,692,1,1306825076.5563
739,734,3,1306832022.95974
